ZCTA,UHFCODE,UHFNAME,Borough,Month,Consumption (KWH),Consumption (KW),KWH Charges,KW Charges,Current Charges,Avg_Temp
10464,104,Pelham - Throgs Neck,BRONX,2017-05-01,21795106.0,59023.72,894381.94,876557.85,3083991.34,57.2
10465,104,Pelham - Throgs Neck,BRONX,2017-05-01,21795106.0,59023.72,894381.94,876557.85,3083991.34,57.2
10466,102,Northeast Bronx,BRONX,2017-05-01,21795106.0,59023.72,894381.94,876557.85,3083991.34,57.2
10467,103,Fordham - Bronx Park,BRONX,2017-05-01,21795106.0,59023.72,894381.94,876557.85,3083991.34,57.2
10468,103,Fordham - Bronx Park,BRONX,2017-05-01,21795106.0,59023.72,894381.94,876557.85,3083991.34,57.2
10469,102,Northeast Bronx,BRONX,2017-05-01,21795106.0,59023.72,894381.94,876557.85,3083991.34,57.2
10470,102,Northeast Bronx,BRONX,2017-05-01,21795106.0,59023.72,894381.94,876557.85,3083991.34,57.2
10471,101,Kingsbridge - Riverdale,BRONX,2017-05-01,21795106.0,59023.72,894381.94,876557.85,3083991.34,57.2
10472,104,Pelham - Throgs Neck,BRONX,2017-05-01,21795106.0,59023.72,894381.94,876557.85,3083991.34,57.2
10473,104,Pelham - Throgs Neck,BRONX,2017-05-01,21795106.0,59023.72,894381.94,876557.85,3083991.34,57.2
10474,107,Hunts Point - Mott Haven,BRONX,2017-05-01,21795106.0,59023.72,894381.94,876557.85,3083991.34,57.2
10475,102,Northeast Bronx,BRONX,2017-05-01,21795106.0,59023.72,894381.94,876557.85,3083991.34,57.2
10451,106,High Bridge - Morrisania,BRONX,2017-06-01,26474762.0,68372.75,1223133.87,1012079.07,4314211.75,57.1
10452,106,High Bridge - Morrisania,BRONX,2017-06-01,26474762.0,68372.75,1223133.87,1012079.07,4314211.75,57.1
10453,105,Crotona - Tremont,BRONX,2017-06-01,26474762.0,68372.75,1223133.87,1012079.07,4314211.75,57.1
10454,107,Hunts Point - Mott Haven,BRONX,2017-06-01,26474762.0,68372.75,1223133.87,1012079.07,4314211.75,57.1
10455,107,Hunts Point - Mott Haven,BRONX,2017-06-01,26474762.0,68372.75,1223133.87,1012079.07,4314211.75,57.1
10456,106,High Bridge - Morrisania,BRONX,2017-06-01,26474762.0,68372.75,1223133.87,1012079.07,4314211.75,57.1
10457,105,Crotona - Tremont,BRONX,2017-06-01,26474762.0,68372.75,1223133.87,1012079.07,4314211.75,57.1
10458,103,Fordham - Bronx Park,BRONX,2017-06-01,26474762.0,68372.75,1223133.87,1012079.07,4314211.75,57.1
10459,107,Hunts Point - Mott Haven,BRONX,2017-06-01,26474762.0,68372.75,1223133.87,1012079.07,4314211.75,57.1
10460,105,Crotona - Tremont,BRONX,2017-06-01,26474762.0,68372.75,1223133.87,1012079.07,4314211.75,57.1
10461,104,Pelham - Throgs Neck,BRONX,2017-06-01,26474762.0,68372.75,1223133.87,1012079.07,4314211.75,57.1
10462,104,Pelham - Throgs Neck,BRONX,2017-06-01,26474762.0,68372.75,1223133.87,1012079.07,4314211.75,57.1
10463,101,Kingsbridge - Riverdale,BRONX,2017-06-01,26474762.0,68372.75,1223133.87,1012079.07,4314211.75,57.1
10464,104,Pelham - Throgs Neck,BRONX,2017-06-01,26474762.0,68372.75,1223133.87,1012079.07,4314211.75,57.1
10465,104,Pelham - Throgs Neck,BRONX,2017-06-01,26474762.0,68372.75,1223133.87,1012079.07,4314211.75,57.1
10466,102,Northeast Bronx,BRONX,2017-06-01,26474762.0,68372.75,1223133.87,1012079.07,4314211.75,57.1
10467,103,Fordham - Bronx Park,BRONX,2017-06-01,26474762.0,68372.75,1223133.87,1012079.07,4314211.75,57.1
10468,103,Fordham - Bronx Park,BRONX,2017-06-01,26474762.0,68372.75,1223133.87,1012079.07,4314211.75,57.1
10469,102,Northeast Bronx,BRONX,2017-06-01,26474762.0,68372.75,1223133.87,1012079.07,4314211.75,57.1
10470,102,Northeast Bronx,BRONX,2017-06-01,26474762.0,68372.75,1223133.87,1012079.07,4314211.75,57.1
10471,101,Kingsbridge - Riverdale,BRONX,2017-06-01,26474762.0,68372.75,1223133.87,1012079.07,4314211.75,57.1
10472,104,Pelham - Throgs Neck,BRONX,2017-06-01,26474762.0,68372.75,1223133.87,1012079.07,4314211.75,57.1
10473,104,Pelham - Throgs Neck,BRONX,2017-06-01,26474762.0,68372.75,1223133.87,1012079.07,4314211.75,57.1
10474,107,Hunts Point - Mott Haven,BRONX,2017-06-01,26474762.0,68372.75,1223133.87,1012079.07,4314211.75,57.1
10475,102,Northeast Bronx,BRONX,2017-06-01,26474762.0,68372.75,1223133.87,1012079.07,4314211.75,57.1
10451,106,High Bridge - Morrisania,BRONX,2017-07-01,38257821.0,69709.28,1757382.95,1030236.19,5398189.69,57.0
10452,106,High Bridge - Morrisania,BRONX,2017-07-01,38257821.0,69709.28,1757382.95,1030236.19,5398189.69,57.0
10453,105,Crotona - Tremont,BRONX,2017-07-01,38257821.0,69709.28,1757382.95,1030236.19,5398189.69,57.0
10454,107,Hunts Point - Mott Haven,BRONX,2017-07-01,38257821.0,69709.28,1757382.95,1030236.19,5398189.69,57.0
10455,107,Hunts Point - Mott Haven,BRONX,2017-07-01,38257821.0,69709.28,1757382.95,1030236.19,5398189.69,57.0
10456,106,High Bridge - Morrisania,BRONX,2017-07-01,38257821.0,69709.28,1757382.95,1030236.19,5398189.69,57.0
10457,105,Crotona - Tremont,BRONX,2017-07-01,38257821.0,69709.28,1757382.95,1030236.19,5398189.69,57.0
10458,103,Fordham - Bronx Park,BRONX,2017-07-01,38257821.0,69709.28,1757382.95,1030236.19,5398189.69,57.0
10459,107,Hunts Point - Mott Haven,BRONX,2017-07-01,38257821.0,69709.28,1757382.95,1030236.19,5398189.69,57.0
10460,105,Crotona - Tremont,BRONX,2017-07-01,38257821.0,69709.28,1757382.95,1030236.19,5398189.69,57.0
10461,104,Pelham - Throgs Neck,BRONX,2017-07-01,38257821.0,69709.28,1757382.95,1030236.19,5398189.69,57.0
10462,104,Pelham - Throgs Neck,BRONX,2017-07-01,38257821.0,69709.28,1757382.95,1030236.19,5398189.69,57.0
10463,101,Kingsbridge - Riverdale,BRONX,2017-07-01,38257821.0,69709.28,1757382.95,1030236.19,5398189.69,57.0
10464,104,Pelham - Throgs Neck,BRONX,2017-07-01,38257821.0,69709.28,1757382.95,1030236.19,5398189.69,57.0
10465,104,Pelham - Throgs Neck,BRONX,2017-07-01,38257821.0,69709.28,1757382.95,1030236.19,5398189.69,57.0
10466,102,Northeast Bronx,BRONX,2017-07-01,38257821.0,69709.28,1757382.95,1030236.19,5398189.69,57.0
10467,103,Fordham - Bronx Park,BRONX,2017-07-01,38257821.0,69709.28,1757382.95,1030236.19,5398189.69,57.0
10468,103,Fordham - Bronx Park,BRONX,2017-07-01,38257821.0,69709.28,1757382.95,1030236.19,5398189.69,57.0
10469,102,Northeast Bronx,BRONX,2017-07-01,38257821.0,69709.28,1757382.95,1030236.19,5398189.69,57.0
10470,102,Northeast Bronx,BRONX,2017-07-01,38257821.0,69709.28,1757382.95,1030236.19,5398189.69,57.0
10471,101,Kingsbridge - Riverdale,BRONX,2017-07-01,38257821.0,69709.28,1757382.95,1030236.19,5398189.69,57.0
10472,104,Pelham - Throgs Neck,BRONX,2017-07-01,38257821.0,69709.28,1757382.95,1030236.19,5398189.69,57.0
10473,104,Pelham - Throgs Neck,BRONX,2017-07-01,38257821.0,69709.28,1757382.95,1030236.19,5398189.69,57.0
10474,107,Hunts Point - Mott Haven,BRONX,2017-07-01,38257821.0,69709.28,1757382.95,1030236.19,5398189.69,57.0
10475,102,Northeast Bronx,BRONX,2017-07-01,38257821.0,69709.28,1757382.95,1030236.19,5398189.69,57.0
10451,106,High Bridge - Morrisania,BRONX,2017-08-01,31817336.0,62938.52,1467402.07,921557.66,4375942.28,56.6
10452,106,High Bridge - Morrisania,BRONX,2017-08-01,31817336.0,62938.52,1467402.07,921557.66,4375942.28,56.6
10453,105,Crotona - Tremont,BRONX,2017-08-01,31817336.0,62938.52,1467402.07,921557.66,4375942.28,56.6
10454,107,Hunts Point - Mott Haven,BRONX,2017-08-01,31817336.0,62938.52,1467402.07,921557.66,4375942.28,56.6
10455,107,Hunts Point - Mott Haven,BRONX,2017-08-01,31817336.0,62938.52,1467402.07,921557.66,4375942.28,56.6
10456,106,High Bridge - Morrisania,BRONX,2017-08-01,31817336.0,62938.52,1467402.07,921557.66,4375942.28,56.6
10457,105,Crotona - Tremont,BRONX,2017-08-01,31817336.0,62938.52,1467402.07,921557.66,4375942.28,56.6
10458,103,Fordham - Bronx Park,BRONX,2017-08-01,31817336.0,62938.52,1467402.07,921557.66,4375942.28,56.6
10459,107,Hunts Point - Mott Haven,BRONX,2017-08-01,31817336.0,62938.52,1467402.07,921557.66,4375942.28,56.6
10460,105,Crotona - Tremont,BRONX,2017-08-01,31817336.0,62938.52,1467402.07,921557.66,4375942.28,56.6
10461,104,Pelham - Throgs Neck,BRONX,2017-08-01,31817336.0,62938.52,1467402.07,921557.66,4375942.28,56.6
10462,104,Pelham - Throgs Neck,BRONX,2017-08-01,31817336.0,62938.52,1467402.07,921557.66,4375942.28,56.6
10463,101,Kingsbridge - Riverdale,BRONX,2017-08-01,31817336.0,62938.52,1467402.07,921557.66,4375942.28,56.6
10464,104,Pelham - Throgs Neck,BRONX,2017-08-01,31817336.0,62938.52,1467402.07,921557.66,4375942.28,56.6
10465,104,Pelham - Throgs Neck,BRONX,2017-08-01,31817336.0,62938.52,1467402.07,921557.66,4375942.28,56.6
10466,102,Northeast Bronx,BRONX,2017-08-01,31817336.0,62938.52,1467402.07,921557.66,4375942.28,56.6
10467,103,Fordham - Bronx Park,BRONX,2017-08-01,31817336.0,62938.52,1467402.07,921557.66,4375942.28,56.6
10468,103,Fordham - Bronx Park,BRONX,2017-08-01,31817336.0,62938.52,1467402.07,921557.66,4375942.28,56.6
10469,102,Northeast Bronx,BRONX,2017-08-01,31817336.0,62938.52,1467402.07,921557.66,4375942.28,56.6
10470,102,Northeast Bronx,BRONX,2017-08-01,31817336.0,62938.52,1467402.07,921557.66,4375942.28,56.6
10471,101,Kingsbridge - Riverdale,BRONX,2017-08-01,31817336.0,62938.52,1467402.07,921557.66,4375942.28,56.6
10472,104,Pelham - Throgs Neck,BRONX,2017-08-01,31817336.0,62938.52,1467402.07,921557.66,4375942.28,56.6
10473,104,Pelham - Throgs Neck,BRONX,2017-08-01,31817336.0,62938.52,1467402.07,921557.66,4375942.28,56.6
10474,107,Hunts Point - Mott Haven,BRONX,2017-08-01,31817336.0,62938.52,1467402.07,921557.66,4375942.28,56.6
10475,102,Northeast Bronx,BRONX,2017-08-01,31817336.0,62938.52,1467402.07,921557.66,4375942.28,56.6
10451,106,High Bridge - Morrisania,BRONX,2017-09-01,27545526.0,67077.88,1273973.46,984972.5,4418201.81,56.5
10452,106,High Bridge - Morrisania,BRONX,2017-09-01,27545526.0,67077.88,1273973.46,984972.5,4418201.81,56.5
10453,105,Crotona - Tremont,BRONX,2017-09-01,27545526.0,67077.88,1273973.46,984972.5,4418201.81,56.5
10454,107,Hunts Point - Mott Haven,BRONX,2017-09-01,27545526.0,67077.88,1273973.46,984972.5,4418201.81,56.5
10455,107,Hunts Point - Mott Haven,BRONX,2017-09-01,27545526.0,67077.88,1273973.46,984972.5,4418201.81,56.5
10456,106,High Bridge - Morrisania,BRONX,2017-09-01,27545526.0,67077.88,1273973.46,984972.5,4418201.81,56.5
10457,105,Crotona - Tremont,BRONX,2017-09-01,27545526.0,67077.88,1273973.46,984972.5,4418201.81,56.5
10458,103,Fordham - Bronx Park,BRONX,2017-09-01,27545526.0,67077.88,1273973.46,984972.5,4418201.81,56.5
10459,107,Hunts Point - Mott Haven,BRONX,2017-09-01,27545526.0,67077.88,1273973.46,984972.5,4418201.81,56.5
10460,105,Crotona - Tremont,BRONX,2017-09-01,27545526.0,67077.88,1273973.46,984972.5,4418201.81,56.5
10461,104,Pelham - Throgs Neck,BRONX,2017-09-01,27545526.0,67077.88,1273973.46,984972.5,4418201.81,56.5
10462,104,Pelham - Throgs Neck,BRONX,2017-09-01,27545526.0,67077.88,1273973.46,984972.5,4418201.81,56.5
10463,101,Kingsbridge - Riverdale,BRONX,2017-09-01,27545526.0,67077.88,1273973.46,984972.5,4418201.81,56.5
10464,104,Pelham - Throgs Neck,BRONX,2017-09-01,27545526.0,67077.88,1273973.46,984972.5,4418201.81,56.5
10465,104,Pelham - Throgs Neck,BRONX,2017-09-01,27545526.0,67077.88,1273973.46,984972.5,4418201.81,56.5
10466,102,Northeast Bronx,BRONX,2017-09-01,27545526.0,67077.88,1273973.46,984972.5,4418201.81,56.5
10467,103,Fordham - Bronx Park,BRONX,2017-09-01,27545526.0,67077.88,1273973.46,984972.5,4418201.81,56.5
10468,103,Fordham - Bronx Park,BRONX,2017-09-01,27545526.0,67077.88,1273973.46,984972.5,4418201.81,56.5
10469,102,Northeast Bronx,BRONX,2017-09-01,27545526.0,67077.88,1273973.46,984972.5,4418201.81,56.5
10470,102,Northeast Bronx,BRONX,2017-09-01,27545526.0,67077.88,1273973.46,984972.5,4418201.81,56.5
10471,101,Kingsbridge - Riverdale,BRONX,2017-09-01,27545526.0,67077.88,1273973.46,984972.5,4418201.81,56.5
10472,104,Pelham - Throgs Neck,BRONX,2017-09-01,27545526.0,67077.88,1273973.46,984972.5,4418201.81,56.5
10473,104,Pelham - Throgs Neck,BRONX,2017-09-01,27545526.0,67077.88,1273973.46,984972.5,4418201.81,56.5
10474,107,Hunts Point - Mott Haven,BRONX,2017-09-01,27545526.0,67077.88,1273973.46,984972.5,4418201.81,56.5
10475,102,Northeast Bronx,BRONX,2017-09-01,27545526.0,67077.88,1273973.46,984972.5,4418201.81,56.5
10451,106,High Bridge - Morrisania,BRONX,2017-10-01,26903769.0,57975.14,1100509.48,847742.09,3341854.33,56.9
10452,106,High Bridge - Morrisania,BRONX,2017-10-01,26903769.0,57975.14,1100509.48,847742.09,3341854.33,56.9
10453,105,Crotona - Tremont,BRONX,2017-10-01,26903769.0,57975.14,1100509.48,847742.09,3341854.33,56.9
10454,107,Hunts Point - Mott Haven,BRONX,2017-10-01,26903769.0,57975.14,1100509.48,847742.09,3341854.33,56.9
10455,107,Hunts Point - Mott Haven,BRONX,2017-10-01,26903769.0,57975.14,1100509.48,847742.09,3341854.33,56.9
10456,106,High Bridge - Morrisania,BRONX,2017-10-01,26903769.0,57975.14,1100509.48,847742.09,3341854.33,56.9
10457,105,Crotona - Tremont,BRONX,2017-10-01,26903769.0,57975.14,1100509.48,847742.09,3341854.33,56.9
10458,103,Fordham - Bronx Park,BRONX,2017-10-01,26903769.0,57975.14,1100509.48,847742.09,3341854.33,56.9
10459,107,Hunts Point - Mott Haven,BRONX,2017-10-01,26903769.0,57975.14,1100509.48,847742.09,3341854.33,56.9
10460,105,Crotona - Tremont,BRONX,2017-10-01,26903769.0,57975.14,1100509.48,847742.09,3341854.33,56.9
10461,104,Pelham - Throgs Neck,BRONX,2017-10-01,26903769.0,57975.14,1100509.48,847742.09,3341854.33,56.9
10462,104,Pelham - Throgs Neck,BRONX,2017-10-01,26903769.0,57975.14,1100509.48,847742.09,3341854.33,56.9
10463,101,Kingsbridge - Riverdale,BRONX,2017-10-01,26903769.0,57975.14,1100509.48,847742.09,3341854.33,56.9
10464,104,Pelham - Throgs Neck,BRONX,2017-10-01,26903769.0,57975.14,1100509.48,847742.09,3341854.33,56.9
10465,104,Pelham - Throgs Neck,BRONX,2017-10-01,26903769.0,57975.14,1100509.48,847742.09,3341854.33,56.9
10466,102,Northeast Bronx,BRONX,2017-10-01,26903769.0,57975.14,1100509.48,847742.09,3341854.33,56.9
10467,103,Fordham - Bronx Park,BRONX,2017-10-01,26903769.0,57975.14,1100509.48,847742.09,3341854.33,56.9
10468,103,Fordham - Bronx Park,BRONX,2017-10-01,26903769.0,57975.14,1100509.48,847742.09,3341854.33,56.9
10469,102,Northeast Bronx,BRONX,2017-10-01,26903769.0,57975.14,1100509.48,847742.09,3341854.33,56.9
10470,102,Northeast Bronx,BRONX,2017-10-01,26903769.0,57975.14,1100509.48,847742.09,3341854.33,56.9
10471,101,Kingsbridge - Riverdale,BRONX,2017-10-01,26903769.0,57975.14,1100509.48,847742.09,3341854.33,56.9
10472,104,Pelham - Throgs Neck,BRONX,2017-10-01,26903769.0,57975.14,1100509.48,847742.09,3341854.33,56.9
10473,104,Pelham - Throgs Neck,BRONX,2017-10-01,26903769.0,57975.14,1100509.48,847742.09,3341854.33,56.9
10474,107,Hunts Point - Mott Haven,BRONX,2017-10-01,26903769.0,57975.14,1100509.48,847742.09,3341854.33,56.9
10475,102,Northeast Bronx,BRONX,2017-10-01,26903769.0,57975.14,1100509.48,847742.09,3341854.33,56.9
10451,106,High Bridge - Morrisania,BRONX,2017-11-01,22326689.0,43731.74,916913.52,763125.0,2490148.98,56.6
10452,106,High Bridge - Morrisania,BRONX,2017-11-01,22326689.0,43731.74,916913.52,763125.0,2490148.98,56.6
10453,105,Crotona - Tremont,BRONX,2017-11-01,22326689.0,43731.74,916913.52,763125.0,2490148.98,56.6
10454,107,Hunts Point - Mott Haven,BRONX,2017-11-01,22326689.0,43731.74,916913.52,763125.0,2490148.98,56.6
10455,107,Hunts Point - Mott Haven,BRONX,2017-11-01,22326689.0,43731.74,916913.52,763125.0,2490148.98,56.6
10456,106,High Bridge - Morrisania,BRONX,2017-11-01,22326689.0,43731.74,916913.52,763125.0,2490148.98,56.6
10457,105,Crotona - Tremont,BRONX,2017-11-01,22326689.0,43731.74,916913.52,763125.0,2490148.98,56.6
10458,103,Fordham - Bronx Park,BRONX,2017-11-01,22326689.0,43731.74,916913.52,763125.0,2490148.98,56.6
10459,107,Hunts Point - Mott Haven,BRONX,2017-11-01,22326689.0,43731.74,916913.52,763125.0,2490148.98,56.6
10460,105,Crotona - Tremont,BRONX,2017-11-01,22326689.0,43731.74,916913.52,763125.0,2490148.98,56.6
10461,104,Pelham - Throgs Neck,BRONX,2017-11-01,22326689.0,43731.74,916913.52,763125.0,2490148.98,56.6
10462,104,Pelham - Throgs Neck,BRONX,2017-11-01,22326689.0,43731.74,916913.52,763125.0,2490148.98,56.6
10463,101,Kingsbridge - Riverdale,BRONX,2017-11-01,22326689.0,43731.74,916913.52,763125.0,2490148.98,56.6
10464,104,Pelham - Throgs Neck,BRONX,2017-11-01,22326689.0,43731.74,916913.52,763125.0,2490148.98,56.6
10465,104,Pelham - Throgs Neck,BRONX,2017-11-01,22326689.0,43731.74,916913.52,763125.0,2490148.98,56.6
10466,102,Northeast Bronx,BRONX,2017-11-01,22326689.0,43731.74,916913.52,763125.0,2490148.98,56.6
10467,103,Fordham - Bronx Park,BRONX,2017-11-01,22326689.0,43731.74,916913.52,763125.0,2490148.98,56.6
10468,103,Fordham - Bronx Park,BRONX,2017-11-01,22326689.0,43731.74,916913.52,763125.0,2490148.98,56.6
10469,102,Northeast Bronx,BRONX,2017-11-01,22326689.0,43731.74,916913.52,763125.0,2490148.98,56.6
10470,102,Northeast Bronx,BRONX,2017-11-01,22326689.0,43731.74,916913.52,763125.0,2490148.98,56.6
10471,101,Kingsbridge - Riverdale,BRONX,2017-11-01,22326689.0,43731.74,916913.52,763125.0,2490148.98,56.6
10472,104,Pelham - Throgs Neck,BRONX,2017-11-01,22326689.0,43731.74,916913.52,763125.0,2490148.98,56.6
10473,104,Pelham - Throgs Neck,BRONX,2017-11-01,22326689.0,43731.74,916913.52,763125.0,2490148.98,56.6
10474,107,Hunts Point - Mott Haven,BRONX,2017-11-01,22326689.0,43731.74,916913.52,763125.0,2490148.98,56.6
10475,102,Northeast Bronx,BRONX,2017-11-01,22326689.0,43731.74,916913.52,763125.0,2490148.98,56.6
10451,106,High Bridge - Morrisania,BRONX,2017-12-01,23574138.0,42851.25,969266.01,765998.84,2863118.03,56.4
10452,106,High Bridge - Morrisania,BRONX,2017-12-01,23574138.0,42851.25,969266.01,765998.84,2863118.03,56.4
10453,105,Crotona - Tremont,BRONX,2017-12-01,23574138.0,42851.25,969266.01,765998.84,2863118.03,56.4
10454,107,Hunts Point - Mott Haven,BRONX,2017-12-01,23574138.0,42851.25,969266.01,765998.84,2863118.03,56.4
10455,107,Hunts Point - Mott Haven,BRONX,2017-12-01,23574138.0,42851.25,969266.01,765998.84,2863118.03,56.4
10456,106,High Bridge - Morrisania,BRONX,2017-12-01,23574138.0,42851.25,969266.01,765998.84,2863118.03,56.4
10457,105,Crotona - Tremont,BRONX,2017-12-01,23574138.0,42851.25,969266.01,765998.84,2863118.03,56.4
10458,103,Fordham - Bronx Park,BRONX,2017-12-01,23574138.0,42851.25,969266.01,765998.84,2863118.03,56.4
10459,107,Hunts Point - Mott Haven,BRONX,2017-12-01,23574138.0,42851.25,969266.01,765998.84,2863118.03,56.4
10460,105,Crotona - Tremont,BRONX,2017-12-01,23574138.0,42851.25,969266.01,765998.84,2863118.03,56.4
10461,104,Pelham - Throgs Neck,BRONX,2017-12-01,23574138.0,42851.25,969266.01,765998.84,2863118.03,56.4
10462,104,Pelham - Throgs Neck,BRONX,2017-12-01,23574138.0,42851.25,969266.01,765998.84,2863118.03,56.4
10463,101,Kingsbridge - Riverdale,BRONX,2017-12-01,23574138.0,42851.25,969266.01,765998.84,2863118.03,56.4
10464,104,Pelham - Throgs Neck,BRONX,2017-12-01,23574138.0,42851.25,969266.01,765998.84,2863118.03,56.4
10465,104,Pelham - Throgs Neck,BRONX,2017-12-01,23574138.0,42851.25,969266.01,765998.84,2863118.03,56.4
10466,102,Northeast Bronx,BRONX,2017-12-01,23574138.0,42851.25,969266.01,765998.84,2863118.03,56.4
10467,103,Fordham - Bronx Park,BRONX,2017-12-01,23574138.0,42851.25,969266.01,765998.84,2863118.03,56.4
10468,103,Fordham - Bronx Park,BRONX,2017-12-01,23574138.0,42851.25,969266.01,765998.84,2863118.03,56.4
10469,102,Northeast Bronx,BRONX,2017-12-01,23574138.0,42851.25,969266.01,765998.84,2863118.03,56.4
10470,102,Northeast Bronx,BRONX,2017-12-01,23574138.0,42851.25,969266.01,765998.84,2863118.03,56.4
10471,101,Kingsbridge - Riverdale,BRONX,2017-12-01,23574138.0,42851.25,969266.01,765998.84,2863118.03,56.4
10472,104,Pelham - Throgs Neck,BRONX,2017-12-01,23574138.0,42851.25,969266.01,765998.84,2863118.03,56.4
10473,104,Pelham - Throgs Neck,BRONX,2017-12-01,23574138.0,42851.25,969266.01,765998.84,2863118.03,56.4
10474,107,Hunts Point - Mott Haven,BRONX,2017-12-01,23574138.0,42851.25,969266.01,765998.84,2863118.03,56.4
10475,102,Northeast Bronx,BRONX,2017-12-01,23574138.0,42851.25,969266.01,765998.84,2863118.03,56.4
10451,106,High Bridge - Morrisania,BRONX,2019-01-01,24394395.0,44897.93,929213.66,433490.7,2957221.17,56.0
10452,106,High Bridge - Morrisania,BRONX,2019-01-01,24394395.0,44897.93,929213.66,433490.7,2957221.17,56.0
10453,105,Crotona - Tremont,BRONX,2019-01-01,24394395.0,44897.93,929213.66,433490.7,2957221.17,56.0
10454,107,Hunts Point - Mott Haven,BRONX,2019-01-01,24394395.0,44897.93,929213.66,433490.7,2957221.17,56.0
10455,107,Hunts Point - Mott Haven,BRONX,2019-01-01,24394395.0,44897.93,929213.66,433490.7,2957221.17,56.0
10456,106,High Bridge - Morrisania,BRONX,2019-01-01,24394395.0,44897.93,929213.66,433490.7,2957221.17,56.0
10457,105,Crotona - Tremont,BRONX,2019-01-01,24394395.0,44897.93,929213.66,433490.7,2957221.17,56.0
10458,103,Fordham - Bronx Park,BRONX,2019-01-01,24394395.0,44897.93,929213.66,433490.7,2957221.17,56.0
10459,107,Hunts Point - Mott Haven,BRONX,2019-01-01,24394395.0,44897.93,929213.66,433490.7,2957221.17,56.0
10460,105,Crotona - Tremont,BRONX,2019-01-01,24394395.0,44897.93,929213.66,433490.7,2957221.17,56.0
10461,104,Pelham - Throgs Neck,BRONX,2019-01-01,24394395.0,44897.93,929213.66,433490.7,2957221.17,56.0
10462,104,Pelham - Throgs Neck,BRONX,2019-01-01,24394395.0,44897.93,929213.66,433490.7,2957221.17,56.0
10463,101,Kingsbridge - Riverdale,BRONX,2019-01-01,24394395.0,44897.93,929213.66,433490.7,2957221.17,56.0
10464,104,Pelham - Throgs Neck,BRONX,2019-01-01,24394395.0,44897.93,929213.66,433490.7,2957221.17,56.0
10465,104,Pelham - Throgs Neck,BRONX,2019-01-01,24394395.0,44897.93,929213.66,433490.7,2957221.17,56.0
10466,102,Northeast Bronx,BRONX,2019-01-01,24394395.0,44897.93,929213.66,433490.7,2957221.17,56.0
10467,103,Fordham - Bronx Park,BRONX,2019-01-01,24394395.0,44897.93,929213.66,433490.7,2957221.17,56.0
10468,103,Fordham - Bronx Park,BRONX,2019-01-01,24394395.0,44897.93,929213.66,433490.7,2957221.17,56.0
10469,102,Northeast Bronx,BRONX,2019-01-01,24394395.0,44897.93,929213.66,433490.7,2957221.17,56.0
10470,102,Northeast Bronx,BRONX,2019-01-01,24394395.0,44897.93,929213.66,433490.7,2957221.17,56.0
10471,101,Kingsbridge - Riverdale,BRONX,2019-01-01,24394395.0,44897.93,929213.66,433490.7,2957221.17,56.0
10472,104,Pelham - Throgs Neck,BRONX,2019-01-01,24394395.0,44897.93,929213.66,433490.7,2957221.17,56.0
10473,104,Pelham - Throgs Neck,BRONX,2019-01-01,24394395.0,44897.93,929213.66,433490.7,2957221.17,56.0
10474,107,Hunts Point - Mott Haven,BRONX,2019-01-01,24394395.0,44897.93,929213.66,433490.7,2957221.17,56.0
10475,102,Northeast Bronx,BRONX,2019-01-01,24394395.0,44897.93,929213.66,433490.7,2957221.17,56.0
10451,106,High Bridge - Morrisania,BRONX,2019-02-01,23683719.0,42991.02,899165.02,411182.04,2904366.89,55.5
10452,106,High Bridge - Morrisania,BRONX,2019-02-01,23683719.0,42991.02,899165.02,411182.04,2904366.89,55.5
10453,105,Crotona - Tremont,BRONX,2019-02-01,23683719.0,42991.02,899165.02,411182.04,2904366.89,55.5
10454,107,Hunts Point - Mott Haven,BRONX,2019-02-01,23683719.0,42991.02,899165.02,411182.04,2904366.89,55.5
10455,107,Hunts Point - Mott Haven,BRONX,2019-02-01,23683719.0,42991.02,899165.02,411182.04,2904366.89,55.5
10456,106,High Bridge - Morrisania,BRONX,2019-02-01,23683719.0,42991.02,899165.02,411182.04,2904366.89,55.5
10457,105,Crotona - Tremont,BRONX,2019-02-01,23683719.0,42991.02,899165.02,411182.04,2904366.89,55.5
10458,103,Fordham - Bronx Park,BRONX,2019-02-01,23683719.0,42991.02,899165.02,411182.04,2904366.89,55.5
10459,107,Hunts Point - Mott Haven,BRONX,2019-02-01,23683719.0,42991.02,899165.02,411182.04,2904366.89,55.5
10460,105,Crotona - Tremont,BRONX,2019-02-01,23683719.0,42991.02,899165.02,411182.04,2904366.89,55.5
10461,104,Pelham - Throgs Neck,BRONX,2019-02-01,23683719.0,42991.02,899165.02,411182.04,2904366.89,55.5
10462,104,Pelham - Throgs Neck,BRONX,2019-02-01,23683719.0,42991.02,899165.02,411182.04,2904366.89,55.5
10463,101,Kingsbridge - Riverdale,BRONX,2019-02-01,23683719.0,42991.02,899165.02,411182.04,2904366.89,55.5
10464,104,Pelham - Throgs Neck,BRONX,2019-02-01,23683719.0,42991.02,899165.02,411182.04,2904366.89,55.5
10465,104,Pelham - Throgs Neck,BRONX,2019-02-01,23683719.0,42991.02,899165.02,411182.04,2904366.89,55.5
10466,102,Northeast Bronx,BRONX,2019-02-01,23683719.0,42991.02,899165.02,411182.04,2904366.89,55.5
10467,103,Fordham - Bronx Park,BRONX,2019-02-01,23683719.0,42991.02,899165.02,411182.04,2904366.89,55.5
