ZCTA,UHFCODE,UHFNAME,Borough,Month,Consumption (KWH),Consumption (KW),KWH Charges,KW Charges,Current Charges,Avg_Temp
10031,301,Washington Heights - Inwood,MANHATTAN,2024-01-01,25678069.0,42422.22,1303426.88,497578.6,3347363.57,57.4
10032,301,Washington Heights - Inwood,MANHATTAN,2024-01-01,25678069.0,42422.22,1303426.88,497578.6,3347363.57,57.4
10033,301,Washington Heights - Inwood,MANHATTAN,2024-01-01,25678069.0,42422.22,1303426.88,497578.6,3347363.57,57.4
10034,301,Washington Heights - Inwood,MANHATTAN,2024-01-01,25678069.0,42422.22,1303426.88,497578.6,3347363.57,57.4
10035,303,East Harlem,MANHATTAN,2024-01-01,25678069.0,42422.22,1303426.88,497578.6,3347363.57,57.4
10036,306,Chelsea - Clinton,MANHATTAN,2024-01-01,25678069.0,42422.22,1303426.88,497578.6,3347363.57,57.4
10037,302,Central Harlem - Morningside Heights,MANHATTAN,2024-01-01,25678069.0,42422.22,1303426.88,497578.6,3347363.57,57.4
10038,310,Lower Manhattan,MANHATTAN,2024-01-01,25678069.0,42422.22,1303426.88,497578.6,3347363.57,57.4
10039,302,Central Harlem - Morningside Heights,MANHATTAN,2024-01-01,25678069.0,42422.22,1303426.88,497578.6,3347363.57,57.4
10040,301,Washington Heights - Inwood,MANHATTAN,2024-01-01,25678069.0,42422.22,1303426.88,497578.6,3347363.57,57.4
10044,305,Upper East Side,MANHATTAN,2024-01-01,25678069.0,42422.22,1303426.88,497578.6,3347363.57,57.4
10065,305,Upper East Side,MANHATTAN,2024-01-01,25678069.0,42422.22,1303426.88,497578.6,3347363.57,57.4
10069,304,Upper West Side,MANHATTAN,2024-01-01,25678069.0,42422.22,1303426.88,497578.6,3347363.57,57.4
10075,305,Upper East Side,MANHATTAN,2024-01-01,25678069.0,42422.22,1303426.88,497578.6,3347363.57,57.4
10103,306,Chelsea - Clinton,MANHATTAN,2024-01-01,25678069.0,42422.22,1303426.88,497578.6,3347363.57,57.4
10110,306,Chelsea - Clinton,MANHATTAN,2024-01-01,25678069.0,42422.22,1303426.88,497578.6,3347363.57,57.4
10111,306,Chelsea - Clinton,MANHATTAN,2024-01-01,25678069.0,42422.22,1303426.88,497578.6,3347363.57,57.4
10112,306,Chelsea - Clinton,MANHATTAN,2024-01-01,25678069.0,42422.22,1303426.88,497578.6,3347363.57,57.4
10115,302,Central Harlem - Morningside Heights,MANHATTAN,2024-01-01,25678069.0,42422.22,1303426.88,497578.6,3347363.57,57.4
10119,306,Chelsea - Clinton,MANHATTAN,2024-01-01,25678069.0,42422.22,1303426.88,497578.6,3347363.57,57.4
10128,305,Upper East Side,MANHATTAN,2024-01-01,25678069.0,42422.22,1303426.88,497578.6,3347363.57,57.4
10152,307,Gramercy Park -  Murray Hill,MANHATTAN,2024-01-01,25678069.0,42422.22,1303426.88,497578.6,3347363.57,57.4
10153,307,Gramercy Park -  Murray Hill,MANHATTAN,2024-01-01,25678069.0,42422.22,1303426.88,497578.6,3347363.57,57.4
10154,307,Gramercy Park -  Murray Hill,MANHATTAN,2024-01-01,25678069.0,42422.22,1303426.88,497578.6,3347363.57,57.4
10162,305,Upper East Side,MANHATTAN,2024-01-01,25678069.0,42422.22,1303426.88,497578.6,3347363.57,57.4
10165,307,Gramercy Park -  Murray Hill,MANHATTAN,2024-01-01,25678069.0,42422.22,1303426.88,497578.6,3347363.57,57.4
10167,307,Gramercy Park -  Murray Hill,MANHATTAN,2024-01-01,25678069.0,42422.22,1303426.88,497578.6,3347363.57,57.4
10168,307,Gramercy Park -  Murray Hill,MANHATTAN,2024-01-01,25678069.0,42422.22,1303426.88,497578.6,3347363.57,57.4
10169,307,Gramercy Park -  Murray Hill,MANHATTAN,2024-01-01,25678069.0,42422.22,1303426.88,497578.6,3347363.57,57.4
10170,307,Gramercy Park -  Murray Hill,MANHATTAN,2024-01-01,25678069.0,42422.22,1303426.88,497578.6,3347363.57,57.4
10171,307,Gramercy Park -  Murray Hill,MANHATTAN,2024-01-01,25678069.0,42422.22,1303426.88,497578.6,3347363.57,57.4
10172,307,Gramercy Park -  Murray Hill,MANHATTAN,2024-01-01,25678069.0,42422.22,1303426.88,497578.6,3347363.57,57.4
10173,307,Gramercy Park -  Murray Hill,MANHATTAN,2024-01-01,25678069.0,42422.22,1303426.88,497578.6,3347363.57,57.4
10174,307,Gramercy Park -  Murray Hill,MANHATTAN,2024-01-01,25678069.0,42422.22,1303426.88,497578.6,3347363.57,57.4
10177,307,Gramercy Park -  Murray Hill,MANHATTAN,2024-01-01,25678069.0,42422.22,1303426.88,497578.6,3347363.57,57.4
10199,306,Chelsea - Clinton,MANHATTAN,2024-01-01,25678069.0,42422.22,1303426.88,497578.6,3347363.57,57.4
10271,310,Lower Manhattan,MANHATTAN,2024-01-01,25678069.0,42422.22,1303426.88,497578.6,3347363.57,57.4
10278,310,Lower Manhattan,MANHATTAN,2024-01-01,25678069.0,42422.22,1303426.88,497578.6,3347363.57,57.4
10279,310,Lower Manhattan,MANHATTAN,2024-01-01,25678069.0,42422.22,1303426.88,497578.6,3347363.57,57.4
10280,310,Lower Manhattan,MANHATTAN,2024-01-01,25678069.0,42422.22,1303426.88,497578.6,3347363.57,57.4
10282,310,Lower Manhattan,MANHATTAN,2024-01-01,25678069.0,42422.22,1303426.88,497578.6,3347363.57,57.4
10001,306,Chelsea - Clinton,MANHATTAN,2024-02-01,23063499.0,46414.28,1160153.91,479508.27,3244175.68,57.3
10002,309,Union Square - Lower East Side,MANHATTAN,2024-02-01,23063499.0,46414.28,1160153.91,479508.27,3244175.68,57.3
10003,309,Union Square - Lower East Side,MANHATTAN,2024-02-01,23063499.0,46414.28,1160153.91,479508.27,3244175.68,57.3
10004,310,Lower Manhattan,MANHATTAN,2024-02-01,23063499.0,46414.28,1160153.91,479508.27,3244175.68,57.3
10005,310,Lower Manhattan,MANHATTAN,2024-02-01,23063499.0,46414.28,1160153.91,479508.27,3244175.68,57.3
10006,310,Lower Manhattan,MANHATTAN,2024-02-01,23063499.0,46414.28,1160153.91,479508.27,3244175.68,57.3
10007,310,Lower Manhattan,MANHATTAN,2024-02-01,23063499.0,46414.28,1160153.91,479508.27,3244175.68,57.3
10009,309,Union Square - Lower East Side,MANHATTAN,2024-02-01,23063499.0,46414.28,1160153.91,479508.27,3244175.68,57.3
10010,307,Gramercy Park -  Murray Hill,MANHATTAN,2024-02-01,23063499.0,46414.28,1160153.91,479508.27,3244175.68,57.3
10011,306,Chelsea - Clinton,MANHATTAN,2024-02-01,23063499.0,46414.28,1160153.91,479508.27,3244175.68,57.3
10012,308,Greenwich Village - Soho,MANHATTAN,2024-02-01,23063499.0,46414.28,1160153.91,479508.27,3244175.68,57.3
10013,308,Greenwich Village - Soho,MANHATTAN,2024-02-01,23063499.0,46414.28,1160153.91,479508.27,3244175.68,57.3
10014,308,Greenwich Village - Soho,MANHATTAN,2024-02-01,23063499.0,46414.28,1160153.91,479508.27,3244175.68,57.3
10016,307,Gramercy Park -  Murray Hill,MANHATTAN,2024-02-01,23063499.0,46414.28,1160153.91,479508.27,3244175.68,57.3
10017,307,Gramercy Park -  Murray Hill,MANHATTAN,2024-02-01,23063499.0,46414.28,1160153.91,479508.27,3244175.68,57.3
10018,306,Chelsea - Clinton,MANHATTAN,2024-02-01,23063499.0,46414.28,1160153.91,479508.27,3244175.68,57.3
10019,306,Chelsea - Clinton,MANHATTAN,2024-02-01,23063499.0,46414.28,1160153.91,479508.27,3244175.68,57.3
10020,306,Chelsea - Clinton,MANHATTAN,2024-02-01,23063499.0,46414.28,1160153.91,479508.27,3244175.68,57.3
10021,305,Upper East Side,MANHATTAN,2024-02-01,23063499.0,46414.28,1160153.91,479508.27,3244175.68,57.3
10022,307,Gramercy Park -  Murray Hill,MANHATTAN,2024-02-01,23063499.0,46414.28,1160153.91,479508.27,3244175.68,57.3
10023,304,Upper West Side,MANHATTAN,2024-02-01,23063499.0,46414.28,1160153.91,479508.27,3244175.68,57.3
10024,304,Upper West Side,MANHATTAN,2024-02-01,23063499.0,46414.28,1160153.91,479508.27,3244175.68,57.3
10025,304,Upper West Side,MANHATTAN,2024-02-01,23063499.0,46414.28,1160153.91,479508.27,3244175.68,57.3
10026,302,Central Harlem - Morningside Heights,MANHATTAN,2024-02-01,23063499.0,46414.28,1160153.91,479508.27,3244175.68,57.3
10027,302,Central Harlem - Morningside Heights,MANHATTAN,2024-02-01,23063499.0,46414.28,1160153.91,479508.27,3244175.68,57.3
10028,305,Upper East Side,MANHATTAN,2024-02-01,23063499.0,46414.28,1160153.91,479508.27,3244175.68,57.3
10029,303,East Harlem,MANHATTAN,2024-02-01,23063499.0,46414.28,1160153.91,479508.27,3244175.68,57.3
10030,302,Central Harlem - Morningside Heights,MANHATTAN,2024-02-01,23063499.0,46414.28,1160153.91,479508.27,3244175.68,57.3
10031,301,Washington Heights - Inwood,MANHATTAN,2024-02-01,23063499.0,46414.28,1160153.91,479508.27,3244175.68,57.3
10032,301,Washington Heights - Inwood,MANHATTAN,2024-02-01,23063499.0,46414.28,1160153.91,479508.27,3244175.68,57.3
10033,301,Washington Heights - Inwood,MANHATTAN,2024-02-01,23063499.0,46414.28,1160153.91,479508.27,3244175.68,57.3
10034,301,Washington Heights - Inwood,MANHATTAN,2024-02-01,23063499.0,46414.28,1160153.91,479508.27,3244175.68,57.3
10035,303,East Harlem,MANHATTAN,2024-02-01,23063499.0,46414.28,1160153.91,479508.27,3244175.68,57.3
10036,306,Chelsea - Clinton,MANHATTAN,2024-02-01,23063499.0,46414.28,1160153.91,479508.27,3244175.68,57.3
10037,302,Central Harlem - Morningside Heights,MANHATTAN,2024-02-01,23063499.0,46414.28,1160153.91,479508.27,3244175.68,57.3
10038,310,Lower Manhattan,MANHATTAN,2024-02-01,23063499.0,46414.28,1160153.91,479508.27,3244175.68,57.3
10039,302,Central Harlem - Morningside Heights,MANHATTAN,2024-02-01,23063499.0,46414.28,1160153.91,479508.27,3244175.68,57.3
10040,301,Washington Heights - Inwood,MANHATTAN,2024-02-01,23063499.0,46414.28,1160153.91,479508.27,3244175.68,57.3
10044,305,Upper East Side,MANHATTAN,2024-02-01,23063499.0,46414.28,1160153.91,479508.27,3244175.68,57.3
10065,305,Upper East Side,MANHATTAN,2024-02-01,23063499.0,46414.28,1160153.91,479508.27,3244175.68,57.3
10069,304,Upper West Side,MANHATTAN,2024-02-01,23063499.0,46414.28,1160153.91,479508.27,3244175.68,57.3
10075,305,Upper East Side,MANHATTAN,2024-02-01,23063499.0,46414.28,1160153.91,479508.27,3244175.68,57.3
10103,306,Chelsea - Clinton,MANHATTAN,2024-02-01,23063499.0,46414.28,1160153.91,479508.27,3244175.68,57.3
10110,306,Chelsea - Clinton,MANHATTAN,2024-02-01,23063499.0,46414.28,1160153.91,479508.27,3244175.68,57.3
10111,306,Chelsea - Clinton,MANHATTAN,2024-02-01,23063499.0,46414.28,1160153.91,479508.27,3244175.68,57.3
10112,306,Chelsea - Clinton,MANHATTAN,2024-02-01,23063499.0,46414.28,1160153.91,479508.27,3244175.68,57.3
10115,302,Central Harlem - Morningside Heights,MANHATTAN,2024-02-01,23063499.0,46414.28,1160153.91,479508.27,3244175.68,57.3
10119,306,Chelsea - Clinton,MANHATTAN,2024-02-01,23063499.0,46414.28,1160153.91,479508.27,3244175.68,57.3
10128,305,Upper East Side,MANHATTAN,2024-02-01,23063499.0,46414.28,1160153.91,479508.27,3244175.68,57.3
10152,307,Gramercy Park -  Murray Hill,MANHATTAN,2024-02-01,23063499.0,46414.28,1160153.91,479508.27,3244175.68,57.3
10153,307,Gramercy Park -  Murray Hill,MANHATTAN,2024-02-01,23063499.0,46414.28,1160153.91,479508.27,3244175.68,57.3
10154,307,Gramercy Park -  Murray Hill,MANHATTAN,2024-02-01,23063499.0,46414.28,1160153.91,479508.27,3244175.68,57.3
10162,305,Upper East Side,MANHATTAN,2024-02-01,23063499.0,46414.28,1160153.91,479508.27,3244175.68,57.3
10165,307,Gramercy Park -  Murray Hill,MANHATTAN,2024-02-01,23063499.0,46414.28,1160153.91,479508.27,3244175.68,57.3
10167,307,Gramercy Park -  Murray Hill,MANHATTAN,2024-02-01,23063499.0,46414.28,1160153.91,479508.27,3244175.68,57.3
10168,307,Gramercy Park -  Murray Hill,MANHATTAN,2024-02-01,23063499.0,46414.28,1160153.91,479508.27,3244175.68,57.3
10169,307,Gramercy Park -  Murray Hill,MANHATTAN,2024-02-01,23063499.0,46414.28,1160153.91,479508.27,3244175.68,57.3
10170,307,Gramercy Park -  Murray Hill,MANHATTAN,2024-02-01,23063499.0,46414.28,1160153.91,479508.27,3244175.68,57.3
10171,307,Gramercy Park -  Murray Hill,MANHATTAN,2024-02-01,23063499.0,46414.28,1160153.91,479508.27,3244175.68,57.3
10172,307,Gramercy Park -  Murray Hill,MANHATTAN,2024-02-01,23063499.0,46414.28,1160153.91,479508.27,3244175.68,57.3
10173,307,Gramercy Park -  Murray Hill,MANHATTAN,2024-02-01,23063499.0,46414.28,1160153.91,479508.27,3244175.68,57.3
10174,307,Gramercy Park -  Murray Hill,MANHATTAN,2024-02-01,23063499.0,46414.28,1160153.91,479508.27,3244175.68,57.3
10177,307,Gramercy Park -  Murray Hill,MANHATTAN,2024-02-01,23063499.0,46414.28,1160153.91,479508.27,3244175.68,57.3
10199,306,Chelsea - Clinton,MANHATTAN,2024-02-01,23063499.0,46414.28,1160153.91,479508.27,3244175.68,57.3
10271,310,Lower Manhattan,MANHATTAN,2024-02-01,23063499.0,46414.28,1160153.91,479508.27,3244175.68,57.3
10278,310,Lower Manhattan,MANHATTAN,2024-02-01,23063499.0,46414.28,1160153.91,479508.27,3244175.68,57.3
10279,310,Lower Manhattan,MANHATTAN,2024-02-01,23063499.0,46414.28,1160153.91,479508.27,3244175.68,57.3
10280,310,Lower Manhattan,MANHATTAN,2024-02-01,23063499.0,46414.28,1160153.91,479508.27,3244175.68,57.3
10282,310,Lower Manhattan,MANHATTAN,2024-02-01,23063499.0,46414.28,1160153.91,479508.27,3244175.68,57.3
10001,306,Chelsea - Clinton,MANHATTAN,2024-03-01,22035910.0,40791.75,1107597.13,468318.25,3485445.72,57.6
10002,309,Union Square - Lower East Side,MANHATTAN,2024-03-01,22035910.0,40791.75,1107597.13,468318.25,3485445.72,57.6
10003,309,Union Square - Lower East Side,MANHATTAN,2024-03-01,22035910.0,40791.75,1107597.13,468318.25,3485445.72,57.6
10004,310,Lower Manhattan,MANHATTAN,2024-03-01,22035910.0,40791.75,1107597.13,468318.25,3485445.72,57.6
10005,310,Lower Manhattan,MANHATTAN,2024-03-01,22035910.0,40791.75,1107597.13,468318.25,3485445.72,57.6
10006,310,Lower Manhattan,MANHATTAN,2024-03-01,22035910.0,40791.75,1107597.13,468318.25,3485445.72,57.6
10007,310,Lower Manhattan,MANHATTAN,2024-03-01,22035910.0,40791.75,1107597.13,468318.25,3485445.72,57.6
10009,309,Union Square - Lower East Side,MANHATTAN,2024-03-01,22035910.0,40791.75,1107597.13,468318.25,3485445.72,57.6
10010,307,Gramercy Park -  Murray Hill,MANHATTAN,2024-03-01,22035910.0,40791.75,1107597.13,468318.25,3485445.72,57.6
10011,306,Chelsea - Clinton,MANHATTAN,2024-03-01,22035910.0,40791.75,1107597.13,468318.25,3485445.72,57.6
10012,308,Greenwich Village - Soho,MANHATTAN,2024-03-01,22035910.0,40791.75,1107597.13,468318.25,3485445.72,57.6
10013,308,Greenwich Village - Soho,MANHATTAN,2024-03-01,22035910.0,40791.75,1107597.13,468318.25,3485445.72,57.6
10014,308,Greenwich Village - Soho,MANHATTAN,2024-03-01,22035910.0,40791.75,1107597.13,468318.25,3485445.72,57.6
10016,307,Gramercy Park -  Murray Hill,MANHATTAN,2024-03-01,22035910.0,40791.75,1107597.13,468318.25,3485445.72,57.6
10017,307,Gramercy Park -  Murray Hill,MANHATTAN,2024-03-01,22035910.0,40791.75,1107597.13,468318.25,3485445.72,57.6
10018,306,Chelsea - Clinton,MANHATTAN,2024-03-01,22035910.0,40791.75,1107597.13,468318.25,3485445.72,57.6
10019,306,Chelsea - Clinton,MANHATTAN,2024-03-01,22035910.0,40791.75,1107597.13,468318.25,3485445.72,57.6
10020,306,Chelsea - Clinton,MANHATTAN,2024-03-01,22035910.0,40791.75,1107597.13,468318.25,3485445.72,57.6
10021,305,Upper East Side,MANHATTAN,2024-03-01,22035910.0,40791.75,1107597.13,468318.25,3485445.72,57.6
10022,307,Gramercy Park -  Murray Hill,MANHATTAN,2024-03-01,22035910.0,40791.75,1107597.13,468318.25,3485445.72,57.6
10023,304,Upper West Side,MANHATTAN,2024-03-01,22035910.0,40791.75,1107597.13,468318.25,3485445.72,57.6
10024,304,Upper West Side,MANHATTAN,2024-03-01,22035910.0,40791.75,1107597.13,468318.25,3485445.72,57.6
10025,304,Upper West Side,MANHATTAN,2024-03-01,22035910.0,40791.75,1107597.13,468318.25,3485445.72,57.6
10026,302,Central Harlem - Morningside Heights,MANHATTAN,2024-03-01,22035910.0,40791.75,1107597.13,468318.25,3485445.72,57.6
10027,302,Central Harlem - Morningside Heights,MANHATTAN,2024-03-01,22035910.0,40791.75,1107597.13,468318.25,3485445.72,57.6
10028,305,Upper East Side,MANHATTAN,2024-03-01,22035910.0,40791.75,1107597.13,468318.25,3485445.72,57.6
10029,303,East Harlem,MANHATTAN,2024-03-01,22035910.0,40791.75,1107597.13,468318.25,3485445.72,57.6
10030,302,Central Harlem - Morningside Heights,MANHATTAN,2024-03-01,22035910.0,40791.75,1107597.13,468318.25,3485445.72,57.6
10031,301,Washington Heights - Inwood,MANHATTAN,2024-03-01,22035910.0,40791.75,1107597.13,468318.25,3485445.72,57.6
10032,301,Washington Heights - Inwood,MANHATTAN,2024-03-01,22035910.0,40791.75,1107597.13,468318.25,3485445.72,57.6
10033,301,Washington Heights - Inwood,MANHATTAN,2024-03-01,22035910.0,40791.75,1107597.13,468318.25,3485445.72,57.6
10034,301,Washington Heights - Inwood,MANHATTAN,2024-03-01,22035910.0,40791.75,1107597.13,468318.25,3485445.72,57.6
10035,303,East Harlem,MANHATTAN,2024-03-01,22035910.0,40791.75,1107597.13,468318.25,3485445.72,57.6
10036,306,Chelsea - Clinton,MANHATTAN,2024-03-01,22035910.0,40791.75,1107597.13,468318.25,3485445.72,57.6
10037,302,Central Harlem - Morningside Heights,MANHATTAN,2024-03-01,22035910.0,40791.75,1107597.13,468318.25,3485445.72,57.6
10038,310,Lower Manhattan,MANHATTAN,2024-03-01,22035910.0,40791.75,1107597.13,468318.25,3485445.72,57.6
10039,302,Central Harlem - Morningside Heights,MANHATTAN,2024-03-01,22035910.0,40791.75,1107597.13,468318.25,3485445.72,57.6
10040,301,Washington Heights - Inwood,MANHATTAN,2024-03-01,22035910.0,40791.75,1107597.13,468318.25,3485445.72,57.6
10044,305,Upper East Side,MANHATTAN,2024-03-01,22035910.0,40791.75,1107597.13,468318.25,3485445.72,57.6
10065,305,Upper East Side,MANHATTAN,2024-03-01,22035910.0,40791.75,1107597.13,468318.25,3485445.72,57.6
10069,304,Upper West Side,MANHATTAN,2024-03-01,22035910.0,40791.75,1107597.13,468318.25,3485445.72,57.6
10075,305,Upper East Side,MANHATTAN,2024-03-01,22035910.0,40791.75,1107597.13,468318.25,3485445.72,57.6
10103,306,Chelsea - Clinton,MANHATTAN,2024-03-01,22035910.0,40791.75,1107597.13,468318.25,3485445.72,57.6
10110,306,Chelsea - Clinton,MANHATTAN,2024-03-01,22035910.0,40791.75,1107597.13,468318.25,3485445.72,57.6
10111,306,Chelsea - Clinton,MANHATTAN,2024-03-01,22035910.0,40791.75,1107597.13,468318.25,3485445.72,57.6
10112,306,Chelsea - Clinton,MANHATTAN,2024-03-01,22035910.0,40791.75,1107597.13,468318.25,3485445.72,57.6
10115,302,Central Harlem - Morningside Heights,MANHATTAN,2024-03-01,22035910.0,40791.75,1107597.13,468318.25,3485445.72,57.6
10119,306,Chelsea - Clinton,MANHATTAN,2024-03-01,22035910.0,40791.75,1107597.13,468318.25,3485445.72,57.6
10128,305,Upper East Side,MANHATTAN,2024-03-01,22035910.0,40791.75,1107597.13,468318.25,3485445.72,57.6
10152,307,Gramercy Park -  Murray Hill,MANHATTAN,2024-03-01,22035910.0,40791.75,1107597.13,468318.25,3485445.72,57.6
10153,307,Gramercy Park -  Murray Hill,MANHATTAN,2024-03-01,22035910.0,40791.75,1107597.13,468318.25,3485445.72,57.6
10154,307,Gramercy Park -  Murray Hill,MANHATTAN,2024-03-01,22035910.0,40791.75,1107597.13,468318.25,3485445.72,57.6
10162,305,Upper East Side,MANHATTAN,2024-03-01,22035910.0,40791.75,1107597.13,468318.25,3485445.72,57.6
10165,307,Gramercy Park -  Murray Hill,MANHATTAN,2024-03-01,22035910.0,40791.75,1107597.13,468318.25,3485445.72,57.6
10167,307,Gramercy Park -  Murray Hill,MANHATTAN,2024-03-01,22035910.0,40791.75,1107597.13,468318.25,3485445.72,57.6
10168,307,Gramercy Park -  Murray Hill,MANHATTAN,2024-03-01,22035910.0,40791.75,1107597.13,468318.25,3485445.72,57.6
10169,307,Gramercy Park -  Murray Hill,MANHATTAN,2024-03-01,22035910.0,40791.75,1107597.13,468318.25,3485445.72,57.6
10170,307,Gramercy Park -  Murray Hill,MANHATTAN,2024-03-01,22035910.0,40791.75,1107597.13,468318.25,3485445.72,57.6
10171,307,Gramercy Park -  Murray Hill,MANHATTAN,2024-03-01,22035910.0,40791.75,1107597.13,468318.25,3485445.72,57.6
10172,307,Gramercy Park -  Murray Hill,MANHATTAN,2024-03-01,22035910.0,40791.75,1107597.13,468318.25,3485445.72,57.6
10173,307,Gramercy Park -  Murray Hill,MANHATTAN,2024-03-01,22035910.0,40791.75,1107597.13,468318.25,3485445.72,57.6
10174,307,Gramercy Park -  Murray Hill,MANHATTAN,2024-03-01,22035910.0,40791.75,1107597.13,468318.25,3485445.72,57.6
10177,307,Gramercy Park -  Murray Hill,MANHATTAN,2024-03-01,22035910.0,40791.75,1107597.13,468318.25,3485445.72,57.6
10199,306,Chelsea - Clinton,MANHATTAN,2024-03-01,22035910.0,40791.75,1107597.13,468318.25,3485445.72,57.6
10271,310,Lower Manhattan,MANHATTAN,2024-03-01,22035910.0,40791.75,1107597.13,468318.25,3485445.72,57.6
10278,310,Lower Manhattan,MANHATTAN,2024-03-01,22035910.0,40791.75,1107597.13,468318.25,3485445.72,57.6
10279,310,Lower Manhattan,MANHATTAN,2024-03-01,22035910.0,40791.75,1107597.13,468318.25,3485445.72,57.6
10280,310,Lower Manhattan,MANHATTAN,2024-03-01,22035910.0,40791.75,1107597.13,468318.25,3485445.72,57.6
10282,310,Lower Manhattan,MANHATTAN,2024-03-01,22035910.0,40791.75,1107597.13,468318.25,3485445.72,57.6
10001,306,Chelsea - Clinton,MANHATTAN,2024-04-01,23401866.0,40433.42,1175938.0,460221.62,3237149.64,57.4
10002,309,Union Square - Lower East Side,MANHATTAN,2024-04-01,23401866.0,40433.42,1175938.0,460221.62,3237149.64,57.4
10003,309,Union Square - Lower East Side,MANHATTAN,2024-04-01,23401866.0,40433.42,1175938.0,460221.62,3237149.64,57.4
10004,310,Lower Manhattan,MANHATTAN,2024-04-01,23401866.0,40433.42,1175938.0,460221.62,3237149.64,57.4
10005,310,Lower Manhattan,MANHATTAN,2024-04-01,23401866.0,40433.42,1175938.0,460221.62,3237149.64,57.4
10006,310,Lower Manhattan,MANHATTAN,2024-04-01,23401866.0,40433.42,1175938.0,460221.62,3237149.64,57.4
10007,310,Lower Manhattan,MANHATTAN,2024-04-01,23401866.0,40433.42,1175938.0,460221.62,3237149.64,57.4
10009,309,Union Square - Lower East Side,MANHATTAN,2024-04-01,23401866.0,40433.42,1175938.0,460221.62,3237149.64,57.4
10010,307,Gramercy Park -  Murray Hill,MANHATTAN,2024-04-01,23401866.0,40433.42,1175938.0,460221.62,3237149.64,57.4
10011,306,Chelsea - Clinton,MANHATTAN,2024-04-01,23401866.0,40433.42,1175938.0,460221.62,3237149.64,57.4
10012,308,Greenwich Village - Soho,MANHATTAN,2024-04-01,23401866.0,40433.42,1175938.0,460221.62,3237149.64,57.4
10013,308,Greenwich Village - Soho,MANHATTAN,2024-04-01,23401866.0,40433.42,1175938.0,460221.62,3237149.64,57.4
10014,308,Greenwich Village - Soho,MANHATTAN,2024-04-01,23401866.0,40433.42,1175938.0,460221.62,3237149.64,57.4
10016,307,Gramercy Park -  Murray Hill,MANHATTAN,2024-04-01,23401866.0,40433.42,1175938.0,460221.62,3237149.64,57.4
10017,307,Gramercy Park -  Murray Hill,MANHATTAN,2024-04-01,23401866.0,40433.42,1175938.0,460221.62,3237149.64,57.4
10018,306,Chelsea - Clinton,MANHATTAN,2024-04-01,23401866.0,40433.42,1175938.0,460221.62,3237149.64,57.4
10019,306,Chelsea - Clinton,MANHATTAN,2024-04-01,23401866.0,40433.42,1175938.0,460221.62,3237149.64,57.4
10020,306,Chelsea - Clinton,MANHATTAN,2024-04-01,23401866.0,40433.42,1175938.0,460221.62,3237149.64,57.4
10021,305,Upper East Side,MANHATTAN,2024-04-01,23401866.0,40433.42,1175938.0,460221.62,3237149.64,57.4
10022,307,Gramercy Park -  Murray Hill,MANHATTAN,2024-04-01,23401866.0,40433.42,1175938.0,460221.62,3237149.64,57.4
10023,304,Upper West Side,MANHATTAN,2024-04-01,23401866.0,40433.42,1175938.0,460221.62,3237149.64,57.4
10024,304,Upper West Side,MANHATTAN,2024-04-01,23401866.0,40433.42,1175938.0,460221.62,3237149.64,57.4
10025,304,Upper West Side,MANHATTAN,2024-04-01,23401866.0,40433.42,1175938.0,460221.62,3237149.64,57.4
10026,302,Central Harlem - Morningside Heights,MANHATTAN,2024-04-01,23401866.0,40433.42,1175938.0,460221.62,3237149.64,57.4
10027,302,Central Harlem - Morningside Heights,MANHATTAN,2024-04-01,23401866.0,40433.42,1175938.0,460221.62,3237149.64,57.4
10028,305,Upper East Side,MANHATTAN,2024-04-01,23401866.0,40433.42,1175938.0,460221.62,3237149.64,57.4
10029,303,East Harlem,MANHATTAN,2024-04-01,23401866.0,40433.42,1175938.0,460221.62,3237149.64,57.4
10030,302,Central Harlem - Morningside Heights,MANHATTAN,2024-04-01,23401866.0,40433.42,1175938.0,460221.62,3237149.64,57.4
10031,301,Washington Heights - Inwood,MANHATTAN,2024-04-01,23401866.0,40433.42,1175938.0,460221.62,3237149.64,57.4
10032,301,Washington Heights - Inwood,MANHATTAN,2024-04-01,23401866.0,40433.42,1175938.0,460221.62,3237149.64,57.4
10033,301,Washington Heights - Inwood,MANHATTAN,2024-04-01,23401866.0,40433.42,1175938.0,460221.62,3237149.64,57.4
10034,301,Washington Heights - Inwood,MANHATTAN,2024-04-01,23401866.0,40433.42,1175938.0,460221.62,3237149.64,57.4
10035,303,East Harlem,MANHATTAN,2024-04-01,23401866.0,40433.42,1175938.0,460221.62,3237149.64,57.4
10036,306,Chelsea - Clinton,MANHATTAN,2024-04-01,23401866.0,40433.42,1175938.0,460221.62,3237149.64,57.4
10037,302,Central Harlem - Morningside Heights,MANHATTAN,2024-04-01,23401866.0,40433.42,1175938.0,460221.62,3237149.64,57.4
10038,310,Lower Manhattan,MANHATTAN,2024-04-01,23401866.0,40433.42,1175938.0,460221.62,3237149.64,57.4
10039,302,Central Harlem - Morningside Heights,MANHATTAN,2024-04-01,23401866.0,40433.42,1175938.0,460221.62,3237149.64,57.4
10040,301,Washington Heights - Inwood,MANHATTAN,2024-04-01,23401866.0,40433.42,1175938.0,460221.62,3237149.64,57.4
10044,305,Upper East Side,MANHATTAN,2024-04-01,23401866.0,40433.42,1175938.0,460221.62,3237149.64,57.4
